id;created_at;body;locale;author/id;author/name;alignment;depth;user_group/id;user_group/name;commentable_id;commentable_type;root_commentable_url;user_group/name/en;user_group/name/ca;user_group/name/es
216;2025-01-29 11:08:46 UTC;Laudantium quisquam beatae possimus nihil vitae quibusdam doloribus omnis quaerat ex blanditiis nesciunt dolorem architecto atque voluptatem sed rem consequuntur laboriosam distinctio et ut modi quam nemo nihil vero vel voluptas unde vel iusto autem in laborum inventore sunt libero saepe et qui reiciendis occaecati accusantium maxime et eos eum.;en;2;Kristofer Mitchell;0;0;8;Schiller Inc;1;Decidim::Meetings::Meeting;https://nightly.decidim.org/processes/premium-horizon/f/5/meetings/1;;;
217;2025-01-29 11:08:46 UTC;Ipsam libero id culpa sed qui provident laudantium molestias eum a ducimus eligendi maiores beatae recusandae similique deleniti eius facilis tempora fugit qui expedita aliquam non rem at sit nisi qui temporibus aspernatur doloribus repudiandae sapiente et saepe delectus quis excepturi earum et officia enim quia ab doloremque eveniet ex.;en;1;Juan Funk;0;1;6;Hackett-Pouros;216;Decidim::Comments::Comment;https://nightly.decidim.org/processes/premium-horizon/f/5/meetings/1;;;
218;2025-01-29 11:08:46 UTC;Porro quia sunt rerum eos atque eligendi minima modi eum incidunt quis est commodi autem magni nobis dolor repudiandae qui et ratione beatae quo voluptatibus est quia eius provident nihil omnis nesciunt eum a laboriosam dignissimos harum necessitatibus doloremque itaque iure vel dicta placeat sed sint voluptate sequi quaerat eos.;en;2;Kristofer Mitchell;0;0;8;Schiller Inc;1;Decidim::Meetings::Meeting;https://nightly.decidim.org/processes/premium-horizon/f/5/meetings/1;;;
219;2025-01-29 11:08:47 UTC;Et pariatur rerum possimus et sit aut praesentium aspernatur explicabo dolores ut est officiis voluptates excepturi id blanditiis vel qui dignissimos asperiores voluptatem porro corrupti perspiciatis odit enim corporis facere omnis iste est quia unde et maiores sed et ratione minima nisi aperiam voluptas ex quos molestias placeat error quia.;en;16;Gov. Genaro Terry;0;0;;;1;Decidim::Meetings::Meeting;https://nightly.decidim.org/processes/premium-horizon/f/5/meetings/1;"";"";""
220;2025-01-29 11:08:47 UTC;Sit aut molestias nam ipsum ut tempora ipsa sint ex ut saepe voluptas qui ad reiciendis qui cum qui non similique occaecati deserunt nemo maxime rerum nobis rerum totam cumque at suscipit voluptas quam delectus fugiat impedit beatae sed ut nihil aliquid possimus et quo libero in voluptatem dolore est.;en;2;Kristofer Mitchell;0;0;;;2;Decidim::Meetings::Meeting;https://nightly.decidim.org/processes/premium-horizon/f/5/meetings/2;"";"";""
221;2025-01-29 11:08:47 UTC;Nisi reiciendis quod itaque non libero magni illo iste id earum ab maiores quis voluptatem ullam saepe neque accusantium blanditiis est vel repudiandae et et nihil quia amet sunt debitis a quia quis architecto vero ut rerum culpa consequuntur voluptatem animi rerum aperiam perferendis rem rerum magnam eum sint distinctio.;en;1;Juan Funk;0;0;;;2;Decidim::Meetings::Meeting;https://nightly.decidim.org/processes/premium-horizon/f/5/meetings/2;"";"";""
222;2025-01-29 11:08:47 UTC;Sunt qui exercitationem in dolorum dolore repellendus possimus fuga vel repellat voluptas eos rem impedit voluptas velit et aliquam in est tempore reiciendis odio sequi deserunt officia quam autem enim consectetur sint debitis vitae eius vel magnam aspernatur ut doloribus ipsam iure mollitia soluta tempora nobis et delectus esse nemo.;en;15;Belle Botsford;0;0;;;2;Decidim::Meetings::Meeting;https://nightly.decidim.org/processes/premium-horizon/f/5/meetings/2;"";"";""
223;2025-01-29 11:08:47 UTC;Aliquam quis pariatur dolor facere optio et molestiae adipisci hic maiores inventore temporibus nobis voluptate qui dolore aut impedit doloremque odit a veritatis qui rerum fugiat saepe quibusdam cum corrupti velit iusto assumenda rerum aut et fuga qui ea earum et ut quia incidunt iure sit necessitatibus sunt deleniti nemo.;en;4;Birgit Schinner II;0;1;;;222;Decidim::Comments::Comment;https://nightly.decidim.org/processes/premium-horizon/f/5/meetings/2;"";"";""
224;2025-01-29 11:08:47 UTC;At culpa deleniti officia sequi animi eum nihil labore et delectus rerum est eum dolore ratione iste in dolor veniam qui voluptatem aliquid ut consequuntur a sed quae sint eaque earum fugit quas sapiente alias et odit eos hic facilis praesentium consequatur voluptatem nulla tenetur rerum laboriosam repellat fuga voluptatem.;en;13;Prof. Jenni Bruen;0;0;;;2;Decidim::Meetings::Meeting;https://nightly.decidim.org/processes/premium-horizon/f/5/meetings/2;"";"";""
225;2025-01-29 11:08:48 UTC;Ut voluptatum itaque dolorem et nesciunt tempora numquam quia nostrum quam repudiandae totam aut rerum expedita excepturi voluptas maiores odit enim nihil quaerat illum iusto quisquam dolor velit sunt ipsam quo exercitationem cupiditate unde animi nisi similique mollitia earum fugiat ducimus illo corrupti saepe dolor autem pariatur sit deleniti modi.;en;3;Morgan Hand Esq.;0;0;;;2;Decidim::Meetings::Meeting;https://nightly.decidim.org/processes/premium-horizon/f/5/meetings/2;"";"";""
226;2025-01-29 11:08:48 UTC;Voluptatem saepe ipsam quaerat debitis est quia non hic quis nobis nesciunt quas consequatur ratione atque officia rem a assumenda aut molestiae iste quia aut omnis illum illo perspiciatis adipisci voluptas reiciendis ad quam et quia quidem ipsa et suscipit pariatur dolores facere et iusto minima nostrum qui aut dolorum.;en;1;Juan Funk;0;0;6;Hackett-Pouros;2;Decidim::Meetings::Meeting;https://nightly.decidim.org/processes/premium-horizon/f/5/meetings/2;;;
